Link,Price,Price per m2,Square,Floor,Floors,Rooms,Is Apartment?,Year,Time to metro,Okrug,District
https://www.cian.ru/sale/flat/301315755/,12870000,330000,39,4,14,1,False,1992,7,СЗАО,р-н Митино
https://www.cian.ru/sale/flat/301314393/,14500000,362500,40,5,9,2,False,1966,9,СЗАО,р-н Южное Тушино
https://www.cian.ru/sale/flat/301314339/,16700000,197400,84.6,1,5,3,True,1959,20,СЗАО,р-н Покровское-Стрешнево
https://www.cian.ru/sale/flat/301314253/,11500000,287500,40,4,9,1,False,2003,12,СЗАО,р-н Митино
https://www.cian.ru/sale/flat/301314210/,12400000,293144,42.3,1,5,2,False,1961,5,СЗАО,р-н Покровское-Стрешнево
https://www.cian.ru/sale/flat/301314173/,37000000,462500,80,14,33,4,False,2023,13,СЗАО,р-н Хорошево-Мневники
https://www.cian.ru/sale/flat/301314105/,12500000,324675,38.5,8,12,2,False,1968,16,СЗАО,р-н Северное Тушино
https://www.cian.ru/sale/flat/301313906/,9950000,313880,31.7,4,5,1,False,1964,20,СЗАО,р-н Южное Тушино
https://www.cian.ru/sale/flat/301312238/,35500000,422117,84.1,17,30,2,False,2024,20,СЗАО,р-н Хорошево-Мневники
https://www.cian.ru/sale/flat/301309571/,85000000,818882,103.8,28,36,4,False,2020,11,СЗАО,р-н Хорошево-Мневники
https://www.cian.ru/sale/flat/301309086/,7200000,288000,25,1,4,0,True,1955,6,СЗАО,р-н Покровское-Стрешнево
https://www.cian.ru/sale/flat/301308933/,16400000,277966,59,6,9,3,False,1955,9,СЗАО,р-н Хорошево-Мневники
https://www.cian.ru/sale/flat/301307548/,300000000,1333333,225,1,5,4,False,1955,11,СЗАО,р-н Покровское-Стрешнево
https://www.cian.ru/sale/flat/301306956/,17000000,584192,29.1,8,29,0,True,2021,14,СЗАО,р-н Хорошево-Мневники
https://www.cian.ru/sale/flat/301305061/,17900000,549080,32.6,2,32,1,False,2015,4,СЗАО,р-н Хорошево-Мневники
https://www.cian.ru/sale/flat/301303913/,36700000,650709,56.4,6,19,2,False,2021,5,СЗАО,р-н Хорошево-Мневники
https://www.cian.ru/sale/flat/301303725/,13000000,340314,38.2,2,17,1,False,2011,11,СЗАО,р-н Южное Тушино
https://www.cian.ru/sale/flat/301303606/,18900000,557522,33.9,19,33,1,False,2011,8,СЗАО,р-н Хорошево-Мневники
https://www.cian.ru/sale/flat/301303166/,34900000,272443,128.1,2,11,4,True,2006,12,СЗАО,р-н Куркино
https://www.cian.ru/sale/flat/301302862/,12800000,542373,23.6,22,32,0,True,2024,8,СЗАО,р-н Хорошево-Мневники
https://www.cian.ru/sale/flat/301302472/,9900000,319355,31,5,5,1,False,1963,11,СЗАО,р-н Покровское-Стрешнево
https://www.cian.ru/sale/flat/301302462/,10700000,422925,25.3,4,9,1,False,1963,7,СЗАО,р-н Хорошево-Мневники
https://www.cian.ru/sale/flat/301299230/,22299000,359661,62,4,25,2,False,2020,17,СЗАО,р-н Щукино
https://www.cian.ru/sale/flat/301298836/,17200000,286667,60,2,9,3,False,1979,16,СЗАО,р-н Строгино
https://www.cian.ru/sale/flat/301297119/,11950000,310390,38.5,8,14,1,False,2003,15,СЗАО,р-н Покровское-Стрешнево
https://www.cian.ru/sale/flat/301296929/,17700000,328386,53.9,16,17,2,False,2000,10,СЗАО,р-н Северное Тушино
https://www.cian.ru/sale/flat/301296269/,24999999,500000,50,7,25,1,True,2022,5,СЗАО,р-н Покровское-Стрешнево
https://www.cian.ru/sale/flat/301295733/,15200000,354312,42.9,2,16,1,False,1997,7,СЗАО,р-н Покровское-Стрешнево
https://www.cian.ru/sale/flat/301295671/,12000000,210526,57,9,25,2,False,2019,20,СЗАО,р-н Митино
https://www.cian.ru/sale/flat/301292065/,14500000,345238,42,5,9,2,False,1966,15,СЗАО,р-н Южное Тушино
https://www.cian.ru/sale/flat/301290830/,36000000,529412,68,12,46,3,False,2022,16,СЗАО,р-н Хорошево-Мневники
https://www.cian.ru/sale/flat/301290712/,23194080,536900,43.2,4,14,1,False,2025,16,СЗАО,р-н Покровское-Стрешнево
https://www.cian.ru/sale/flat/301290706/,22666905,581203,39,12,12,1,False,2024,10,СЗАО,р-н Покровское-Стрешнево
https://www.cian.ru/sale/flat/301290702/,35024032,440000,79.6,21,22,3,False,2025,13,СЗАО,р-н Покровское-Стрешнево
https://www.cian.ru/sale/flat/301290194/,25500000,593023,43,30,46,1,False,2022,16,СЗАО,р-н Хорошево-Мневники
https://www.cian.ru/sale/flat/301289336/,11500000,287500,40,22,26,1,False,2019,20,СЗАО,р-н Митино
https://www.cian.ru/sale/flat/301287179/,19200000,480000,40,16,19,1,False,2017,7,СЗАО,р-н Покровское-Стрешнево
https://www.cian.ru/sale/flat/301286567/,11500000,301837,38.1,10,12,1,False,1977,20,СЗАО,р-н Южное Тушино
https://www.cian.ru/sale/flat/301281444/,17200000,286667,60,6,22,2,False,1992,20,СЗАО,р-н Южное Тушино
https://www.cian.ru/sale/flat/301280955/,12190000,257173,47.4,13,24,1,False,2021,14,СЗАО,р-н Митино
https://www.cian.ru/sale/flat/301280726/,22500000,289203,77.8,2,20,2,False,2005,9,СЗАО,р-н Митино
https://www.cian.ru/sale/flat/301279779/,22500000,280549,80.2,13,14,3,False,1988,8,СЗАО,р-н Хорошево-Мневники
https://www.cian.ru/sale/flat/301278653/,23600000,437037,54,3,31,2,False,2019,17,СЗАО,р-н Хорошево-Мневники
https://www.cian.ru/sale/flat/301277578/,31500000,287671,109.5,6,11,3,False,2006,12,СЗАО,р-н Куркино
https://www.cian.ru/sale/flat/301275982/,19324800,396000,48.8,15,30,2,False,2025,8,СЗАО,р-н Покровское-Стрешнево
https://www.cian.ru/sale/flat/301275980/,16142490,442260,36.5,15,30,0,True,2025,8,СЗАО,р-н Покровское-Стрешнево
https://www.cian.ru/sale/flat/301275961/,26039113,384625,67.7,43,43,3,False,2025,8,СЗАО,р-н Покровское-Стрешнево
https://www.cian.ru/sale/flat/301274215/,16000000,331263,48.3,17,23,2,False,2025,20,СЗАО,р-н Покровское-Стрешнево
https://www.cian.ru/sale/flat/301272675/,13500000,548780,24.6,7,25,0,True,2024,4,СЗАО,р-н Покровское-Стрешнево
https://www.cian.ru/sale/flat/301272650/,27000000,555556,48.6,7,33,2,False,2023,7,СЗАО,р-н Хорошево-Мневники
https://www.cian.ru/sale/flat/301272621/,16990000,395116,43,19,24,2,False,2024,9,СЗАО,р-н Покровское-Стрешнево
https://www.cian.ru/sale/flat/301272615/,26500000,438017,60.5,5,21,2,True,2023,12,СЗАО,р-н Хорошево-Мневники
https://www.cian.ru/sale/flat/301271628/,28400000,394444,72,3,19,3,False,2021,6,СЗАО,р-н Щукино
https://www.cian.ru/sale/flat/301271087/,10900000,399267,27.3,7,22,0,True,2022,5,СЗАО,р-н Покровское-Стрешнево
https://www.cian.ru/sale/flat/301270548/,21899999,421154,52,2,11,2,True,2012,6,СЗАО,р-н Щукино
https://www.cian.ru/sale/flat/301270380/,9900000,323529,30.6,1,9,1,False,2012,14,СЗАО,р-н Северное Тушино
https://www.cian.ru/sale/flat/301270373/,11000000,338462,32.5,5,9,1,False,2012,6,СЗАО,р-н Северное Тушино
https://www.cian.ru/sale/flat/301270317/,20000000,275862,72.5,16,17,3,False,2012,5,СЗАО,р-н Митино
https://www.cian.ru/sale/flat/301270315/,10900000,340625,32,1,12,1,False,2012,2,СЗАО,р-н Митино
https://www.cian.ru/sale/flat/301269488/,8500000,607143,14,5,5,1,False,1962,5,СЗАО,р-н Хорошево-Мневники
https://www.cian.ru/sale/flat/301267378/,45000000,517241,87,16,43,3,False,2024,14,СЗАО,р-н Хорошево-Мневники
https://www.cian.ru/sale/flat/301267266/,10350000,272368,38,5,16,1,False,1981,8,СЗАО,р-н Строгино
https://www.cian.ru/sale/flat/301267167/,18490000,579624,31.9,8,23,1,False,2023,5,СЗАО,р-н Хорошево-Мневники
https://www.cian.ru/sale/flat/301266886/,27000000,596026,45.3,12,26,2,False,2023,10,СЗАО,р-н Покровское-Стрешнево
https://www.cian.ru/sale/flat/301266237/,36500000,493243,74,13,24,3,False,2022,10,СЗАО,р-н Покровское-Стрешнево
https://www.cian.ru/sale/flat/301226574/,40000000,481348,83.1,12,48,3,False,2022,9,СЗАО,р-н Хорошево-Мневники
https://www.cian.ru/sale/flat/301226372/,24900000,346797,71.8,7,12,3,False,1989,11,СЗАО,р-н Северное Тушино
https://www.cian.ru/sale/flat/301226019/,98000000,515789,190,1,6,5,False,1989,10,СЗАО,р-н Покровское-Стрешнево
https://www.cian.ru/sale/flat/301225468/,28500000,524862,54.3,32,33,2,False,2024,8,СЗАО,р-н Хорошево-Мневники
https://www.cian.ru/sale/flat/301221613/,16900000,299645,56.4,2,5,3,False,1963,9,СЗАО,р-н Южное Тушино
https://www.cian.ru/sale/flat/301221356/,17050000,513554,33.2,8,22,1,False,2021,5,СЗАО,р-н Щукино
https://www.cian.ru/sale/flat/301221026/,9800000,276836,35.4,5,9,1,False,1980,10,СЗАО,р-н Северное Тушино
https://www.cian.ru/sale/flat/301220975/,11600000,263636,44,2,9,2,False,1978,1,СЗАО,р-н Северное Тушино
https://www.cian.ru/sale/flat/301219222/,57000000,647727,88,31,36,3,False,2021,5,СЗАО,р-н Хорошево-Мневники
https://www.cian.ru/sale/flat/301218254/,16900000,376392,44.9,9,12,2,False,2021,9,СЗАО,р-н Хорошево-Мневники
https://www.cian.ru/sale/flat/301217146/,25500000,329457,77.4,5,19,3,False,2004,16,СЗАО,р-н Строгино
https://www.cian.ru/sale/flat/301217033/,14000000,368421,38,1,12,2,False,1966,8,СЗАО,р-н Щукино
https://www.cian.ru/sale/flat/301216803/,13600000,363636,37.4,2,16,1,False,1966,8,СЗАО,р-н Строгино
https://www.cian.ru/sale/flat/301215861/,28500000,429864,66.3,28,36,2,False,2021,19,СЗАО,р-н Хорошево-Мневники
https://www.cian.ru/sale/flat/301215747/,33000000,985075,33.5,6,33,0,True,2021,8,СЗАО,р-н Хорошево-Мневники
https://www.cian.ru/sale/flat/301215504/,14400000,452830,31.8,5,5,1,False,1961,1,СЗАО,р-н Хорошево-Мневники
https://www.cian.ru/sale/flat/301215257/,23900000,349415,68.4,5,6,2,False,2005,10,СЗАО,р-н Куркино
https://www.cian.ru/sale/flat/301214152/,300000000,1333333,225,1,5,4,False,2005,11,СЗАО,р-н Покровское-Стрешнево
https://www.cian.ru/sale/flat/301214128/,9499950,256063,37.1,2,2,1,False,2005,12,СЗАО,р-н Куркино
https://www.cian.ru/sale/flat/301214013/,16500000,239826,68.8,20,24,3,False,2023,5,СЗАО,р-н Митино
https://www.cian.ru/sale/flat/301213424/,16000000,296296,54,3,17,2,False,1993,8,СЗАО,р-н Митино
https://www.cian.ru/sale/flat/301212864/,36700000,509722,72,17,27,2,False,2002,5,СЗАО,р-н Хорошево-Мневники
https://www.cian.ru/sale/flat/301212653/,28000000,487805,57.4,2,24,2,False,2023,5,СЗАО,р-н Хорошево-Мневники
https://www.cian.ru/sale/flat/301210060/,10700000,289189,37,7,9,2,False,1966,15,СЗАО,р-н Южное Тушино
https://www.cian.ru/sale/flat/301209896/,22500000,401786,56,20,49,2,False,2023,4,СЗАО,р-н Хорошево-Мневники
https://www.cian.ru/sale/flat/301209291/,18000000,285714,63,10,24,2,False,2024,8,СЗАО,р-н Митино
https://www.cian.ru/sale/flat/301207656/,33800000,476056,71,12,36,2,False,2024,14,СЗАО,р-н Хорошево-Мневники
https://www.cian.ru/sale/flat/301178903/,10700000,336478,31.8,4,9,1,False,1962,9,СЗАО,р-н Хорошево-Мневники
https://www.cian.ru/sale/flat/301178737/,12500000,279642,44.7,4,12,2,False,1968,12,СЗАО,р-н Южное Тушино
https://www.cian.ru/sale/flat/301174603/,25500000,520408,49,20,30,2,False,2022,19,СЗАО,р-н Хорошево-Мневники
https://www.cian.ru/sale/flat/301174514/,17600000,463158,38,7,19,1,False,2018,8,СЗАО,р-н Покровское-Стрешнево
https://www.cian.ru/sale/flat/301174510/,10490000,276053,38,8,14,1,False,1999,19,СЗАО,р-н Митино
https://www.cian.ru/sale/flat/301173836/,14250000,325342,43.8,4,5,2,False,1961,13,СЗАО,р-н Хорошево-Мневники
https://www.cian.ru/sale/flat/301171271/,25500000,454545,56.1,7,9,3,False,1970,6,СЗАО,р-н Хорошево-Мневники
https://www.cian.ru/sale/flat/301170207/,15450000,476852,32.4,2,5,1,False,1962,3,СЗАО,р-н Щукино
https://www.cian.ru/sale/flat/301169921/,25000000,290360,86.1,2,17,3,False,2011,11,СЗАО,р-н Южное Тушино
https://www.cian.ru/sale/flat/301169920/,14490000,371538,39,14,14,1,False,2011,17,СЗАО,р-н Строгино
https://www.cian.ru/sale/flat/301168053/,12500000,378788,33,7,9,1,False,1966,5,СЗАО,р-н Хорошево-Мневники
https://www.cian.ru/sale/flat/301167750/,18275000,483466,37.8,18,22,1,False,2018,17,СЗАО,р-н Хорошево-Мневники
https://www.cian.ru/sale/flat/301167521/,18500000,349057,53,6,14,2,False,1988,12,СЗАО,р-н Покровское-Стрешнево
https://www.cian.ru/sale/flat/301167179/,13500000,306818,44,5,5,1,True,1988,19,СЗАО,р-н Покровское-Стрешнево
https://www.cian.ru/sale/flat/301166805/,23800000,425000,56,8,36,2,False,1988,13,СЗАО,р-н Хорошево-Мневники
https://www.cian.ru/sale/flat/301166716/,27350000,361772,75.6,15,22,3,False,2021,7,СЗАО,р-н Хорошево-Мневники
https://www.cian.ru/sale/flat/301165914/,23000000,469388,49,7,24,1,False,2012,12,СЗАО,р-н Хорошево-Мневники
https://www.cian.ru/sale/flat/301165279/,19500000,337370,57.8,16,27,2,False,2013,7,СЗАО,р-н Митино
https://www.cian.ru/sale/flat/301162301/,13000000,320197,40.6,6,12,1,False,1980,4,СЗАО,р-н Северное Тушино
https://www.cian.ru/sale/flat/301162195/,20500000,472350,43.4,17,22,2,True,1980,19,СЗАО,р-н Щукино
https://www.cian.ru/sale/flat/301162137/,57900000,608833,95.1,6,34,3,False,1980,16,СЗАО,р-н Хорошево-Мневники
https://www.cian.ru/sale/flat/301161572/,9000000,428571,21,4,39,0,True,2024,5,СЗАО,р-н Покровское-Стрешнево
https://www.cian.ru/sale/flat/301161369/,9200000,262857,35,9,14,1,False,1975,19,СЗАО,р-н Южное Тушино
https://www.cian.ru/sale/flat/301161145/,16699990,299283,55.8,3,5,3,False,1953,15,СЗАО,р-н Покровское-Стрешнево
https://www.cian.ru/sale/flat/301160256/,25000000,347222,72,42,43,3,False,2025,7,СЗАО,р-н Покровское-Стрешнево
https://www.cian.ru/sale/flat/301159764/,16900000,463014,36.5,10,27,1,False,2020,6,СЗАО,р-н Хорошево-Мневники
https://www.cian.ru/sale/flat/301159617/,57900000,608833,95.1,6,36,3,False,2021,17,СЗАО,р-н Хорошево-Мневники
https://www.cian.ru/sale/flat/301156926/,10500000,411765,25.5,4,9,1,False,1978,7,СЗАО,р-н Хорошево-Мневники
https://www.cian.ru/sale/flat/301156151/,30000000,396301,75.7,38,52,3,False,1978,20,СЗАО,р-н Покровское-Стрешнево
https://www.cian.ru/sale/flat/301156141/,16700000,419598,39.8,15,52,1,False,2024,20,СЗАО,р-н Покровское-Стрешнево
https://www.cian.ru/sale/flat/301154438/,26990000,579185,46.6,16,26,2,False,2023,17,СЗАО,р-н Хорошево-Мневники
https://www.cian.ru/sale/flat/301154402/,10700000,280105,38.2,12,17,1,False,2023,20,СЗАО,р-н Митино
https://www.cian.ru/sale/flat/301152671/,11000000,289474,38,1,9,2,False,1963,5,СЗАО,р-н Хорошево-Мневники
https://www.cian.ru/sale/flat/301152622/,13500000,240642,56.1,1,5,2,False,1958,12,СЗАО,р-н Покровское-Стрешнево
https://www.cian.ru/sale/flat/301151404/,15900000,477477,33.3,22,46,0,True,2022,16,СЗАО,р-н Хорошево-Мневники
https://www.cian.ru/sale/flat/301150247/,20000000,322581,62,2,9,3,False,1979,13,СЗАО,р-н Строгино
https://www.cian.ru/sale/flat/301148981/,12000000,363636,33,7,9,1,False,1979,10,СЗАО,р-н Строгино
https://www.cian.ru/sale/flat/301144101/,13549900,363268,37.3,2,16,1,False,1981,8,СЗАО,р-н Строгино
https://www.cian.ru/sale/flat/301141668/,195000000,348214,560,4,30,5,False,2001,18,СЗАО,р-н Щукино
https://www.cian.ru/sale/flat/301138486/,10000000,297619,33.6,1,18,1,False,2022,7,СЗАО,р-н Южное Тушино
https://www.cian.ru/sale/flat/301138141/,44950000,661029,68,39,43,3,False,2022,16,СЗАО,р-н Хорошево-Мневники
https://www.cian.ru/sale/flat/301138101/,12800000,320000,40,1,5,2,False,1969,16,СЗАО,р-н Южное Тушино
https://www.cian.ru/sale/flat/301136993/,24500000,282910,86.6,5,5,3,True,2015,19,СЗАО,р-н Покровское-Стрешнево
https://www.cian.ru/sale/flat/301135673/,38500000,564516,68.2,5,43,3,False,2023,5,СЗАО,р-н Хорошево-Мневники
https://www.cian.ru/sale/flat/301134940/,13200000,226027,58.4,8,9,3,False,2023,17,СЗАО,р-н Покровское-Стрешнево
https://www.cian.ru/sale/flat/301134935/,16000000,313725,51,13,17,2,False,1992,2,СЗАО,р-н Митино
https://www.cian.ru/sale/flat/301134890/,12700000,298122,42.6,6,9,2,False,1992,6,СЗАО,р-н Северное Тушино
https://www.cian.ru/sale/flat/301134688/,11299999,395520,28.57,8,52,0,True,2024,20,СЗАО,р-н Покровское-Стрешнево
https://www.cian.ru/sale/flat/301134253/,9200000,262857,35,9,14,1,False,1975,19,СЗАО,р-н Южное Тушино
https://www.cian.ru/sale/flat/301134022/,13800000,233898,59,1,9,3,False,1967,8,СЗАО,р-н Северное Тушино
https://www.cian.ru/sale/flat/301133792/,25900000,685185,37.8,25,43,1,False,2023,5,СЗАО,р-н Хорошево-Мневники
https://www.cian.ru/sale/flat/301133032/,17000000,301954,56.3,8,24,2,False,2020,16,СЗАО,р-н Митино
https://www.cian.ru/sale/flat/301132657/,25500000,377778,67.5,7,47,2,False,2020,4,СЗАО,р-н Хорошево-Мневники
https://www.cian.ru/sale/flat/301130958/,25750000,529835,48.6,16,21,1,False,2023,12,СЗАО,р-н Щукино
https://www.cian.ru/sale/flat/300973937/,14300000,291837,49,14,16,1,False,2003,12,СЗАО,р-н Куркино
https://www.cian.ru/sale/flat/300973044/,14800000,328889,45,8,9,2,False,1973,3,СЗАО,р-н Щукино
https://www.cian.ru/sale/flat/300971948/,33000000,457064,72.2,4,30,3,False,1973,5,СЗАО,р-н Хорошево-Мневники
https://www.cian.ru/sale/flat/300970998/,10900000,317784,34.3,5,5,1,False,1958,12,СЗАО,р-н Покровское-Стрешнево
https://www.cian.ru/sale/flat/300970772/,18150000,375000,48.4,4,21,1,False,2023,15,СЗАО,р-н Хорошево-Мневники
https://www.cian.ru/sale/flat/300970695/,5600000,329412,17,1,17,0,True,1992,12,СЗАО,р-н Южное Тушино
https://www.cian.ru/sale/flat/300970223/,15933000,252905,63,6,9,4,False,1972,5,СЗАО,р-н Южное Тушино
https://www.cian.ru/sale/flat/300969244/,25000000,500000,50,7,25,1,True,1972,5,СЗАО,р-н Покровское-Стрешнево
https://www.cian.ru/sale/flat/300968912/,17137080,473400,36.2,11,40,1,False,2027,3,СЗАО,р-н Щукино
https://www.cian.ru/sale/flat/300968452/,12490000,337568,37,11,17,1,False,1973,10,СЗАО,р-н Покровское-Стрешнево
https://www.cian.ru/sale/flat/300968230/,12000000,300000,40,17,22,1,False,2005,14,СЗАО,р-н Северное Тушино
https://www.cian.ru/sale/flat/300968157/,21000000,596591,35.2,13,33,2,False,2023,8,СЗАО,р-н Хорошево-Мневники
https://www.cian.ru/sale/flat/300967825/,22490000,559453,40.2,17,23,1,False,2022,15,СЗАО,р-н Щукино
https://www.cian.ru/sale/flat/300967822/,12590000,482375,26.1,9,28,0,True,2023,17,СЗАО,р-н Щукино
https://www.cian.ru/sale/flat/300967746/,15999000,399975,40,6,24,2,False,2023,8,СЗАО,р-н Митино
https://www.cian.ru/sale/flat/300967719/,45500000,408658,111.34,14,26,3,False,2023,7,СЗАО,р-н Покровское-Стрешнево
https://www.cian.ru/sale/flat/300966207/,36999000,412291,89.74,5,26,3,False,2023,7,СЗАО,р-н Покровское-Стрешнево
https://www.cian.ru/sale/flat/300966189/,16800000,429668,39.1,1,12,1,False,1980,6,СЗАО,р-н Строгино
https://www.cian.ru/sale/flat/300965901/,13900000,308889,45,3,5,2,False,1959,6,СЗАО,р-н Хорошево-Мневники
https://www.cian.ru/sale/flat/300965128/,36500000,445122,82,13,24,3,False,2022,10,СЗАО,р-н Покровское-Стрешнево
https://www.cian.ru/sale/flat/300964686/,19000000,547550,34.7,51,53,1,True,2022,10,СЗАО,р-н Хорошево-Мневники
https://www.cian.ru/sale/flat/300964449/,14999000,390599,38.4,20,22,2,False,1985,4,СЗАО,р-н Южное Тушино
https://www.cian.ru/sale/flat/300962529/,36300000,482713,75.2,7,20,3,False,2016,19,СЗАО,р-н Хорошево-Мневники
https://www.cian.ru/sale/flat/300956366/,18500000,497312,37.2,18,21,1,False,2020,11,СЗАО,р-н Хорошево-Мневники
https://www.cian.ru/sale/flat/300956047/,47080000,550000,85.6,5,5,3,True,2023,17,СЗАО,р-н Южное Тушино
https://www.cian.ru/sale/flat/300956046/,31521000,570000,55.3,5,5,2,True,2023,17,СЗАО,р-н Южное Тушино
https://www.cian.ru/sale/flat/300956045/,57165000,515000,111,5,5,3,True,2023,17,СЗАО,р-н Южное Тушино
https://www.cian.ru/sale/flat/300956041/,39975000,390000,102.5,2,5,3,True,2023,17,СЗАО,р-н Южное Тушино
https://www.cian.ru/sale/flat/300956039/,37440500,515000,72.7,5,5,3,True,2023,17,СЗАО,р-н Южное Тушино
https://www.cian.ru/sale/flat/300953878/,25000000,387597,64.5,16,16,2,False,2023,14,СЗАО,р-н Хорошево-Мневники
https://www.cian.ru/sale/flat/300952530/,47500000,461165,103,9,36,3,False,2020,13,СЗАО,р-н Хорошево-Мневники
https://www.cian.ru/sale/flat/300951597/,24500000,644737,38,18,58,1,False,2022,10,СЗАО,р-н Хорошево-Мневники
https://www.cian.ru/sale/flat/300951301/,19500000,672414,29,25,62,1,False,2022,10,СЗАО,р-н Хорошево-Мневники
https://www.cian.ru/sale/flat/300951266/,10500000,323077,32.5,3,8,1,False,1963,16,СЗАО,р-н Южное Тушино
https://www.cian.ru/sale/flat/300949314/,9500000,100000,95/65.4/12.6,2,6,1,True,1939,13,СЗАО,р-н Покровское-Стрешнево
https://www.cian.ru/sale/flat/300949254/,11200000,290909,38.5,3,12,2,False,1986,20,СЗАО,р-н Строгино
https://www.cian.ru/sale/flat/300948634/,20937324,589784,35.5,20,22,0,True,2025,13,СЗАО,р-н Покровское-Стрешнево
https://www.cian.ru/sale/flat/300948628/,23778146,485268,49,20,22,1,False,2025,13,СЗАО,р-н Покровское-Стрешнево
https://www.cian.ru/sale/flat/300948623/,30057902,464573,64.7,19,22,2,False,2025,13,СЗАО,р-н Покровское-Стрешнево
https://www.cian.ru/sale/flat/300948617/,25673943,503411,51,19,22,1,False,2025,13,СЗАО,р-н Покровское-Стрешнево
https://www.cian.ru/sale/flat/300948524/,23700000,579462,40.9,12,48,1,False,2023,4,СЗАО,р-н Хорошево-Мневники
https://www.cian.ru/sale/flat/300948212/,12000000,279070,43,5,9,2,False,1968,5,СЗАО,р-н Хорошево-Мневники
https://www.cian.ru/sale/flat/300948167/,13600000,302222,45,1,12,2,False,1965,11,СЗАО,р-н Щукино
https://www.cian.ru/sale/flat/300947291/,10200000,329032,31,1,4,1,False,1961,16,СЗАО,р-н Южное Тушино
https://www.cian.ru/sale/flat/300945181/,30800000,473846,65,23,25,3,False,2022,20,СЗАО,р-н Щукино
https://www.cian.ru/sale/flat/300945009/,14500000,414286,35,17,43,1,False,2025,7,СЗАО,р-н Покровское-Стрешнево
https://www.cian.ru/sale/flat/300944176/,18900000,349353,54.1,2,4,2,False,2005,9,СЗАО,р-н Куркино
https://www.cian.ru/sale/flat/300943885/,10500000,340909,30.8,3,5,1,False,1960,20,СЗАО,р-н Покровское-Стрешнево
https://www.cian.ru/sale/flat/300943676/,20000000,268456,74.5,15,17,3,False,1994,6,СЗАО,р-н Митино
https://www.cian.ru/sale/flat/300943508/,17500000,486111,36,18,27,1,False,1994,20,СЗАО,р-н Хорошево-Мневники
https://www.cian.ru/sale/flat/300943065/,60000000,461538,130,21,32,3,False,2008,12,СЗАО,р-н Щукино
https://www.cian.ru/sale/flat/300941910/,13500000,341772,39.5,2,20,1,False,2013,7,СЗАО,р-н Митино
https://www.cian.ru/sale/flat/300941298/,40500000,409505,98.9,4,25,3,False,2005,17,СЗАО,р-н Хорошево-Мневники
https://www.cian.ru/sale/flat/300940843/,12900000,291855,44.2,9,12,2,False,1979,14,СЗАО,р-н Строгино
https://www.cian.ru/sale/flat/300940835/,27000000,542169,49.8,9,30,2,False,2023,5,СЗАО,р-н Хорошево-Мневники
https://www.cian.ru/sale/flat/300917525/,17286220,223048,77.5,3,25,3,False,2022,21,СЗАО,р-н Митино
https://www.cian.ru/sale/flat/300916572/,49000000,722714,67.8,12,36,2,True,2022,12,СЗАО,р-н Хорошево-Мневники
https://www.cian.ru/sale/flat/300916221/,27000000,542169,49.8,9,43,2,False,2023,5,СЗАО,р-н Хорошево-Мневники
https://www.cian.ru/sale/flat/300915988/,20600000,339934,60.6,10,22,2,False,2023,9,СЗАО,р-н Покровское-Стрешнево
https://www.cian.ru/sale/flat/300914684/,22000000,698413,31.5,22,24,1,False,2020,11,СЗАО,р-н Хорошево-Мневники
https://www.cian.ru/sale/flat/300914382/,28500000,564356,50.5,18,22,1,False,2023,18,СЗАО,р-н Хорошево-Мневники
https://www.cian.ru/sale/flat/300914194/,15900000,293900,54.1,2,5,2,False,1958,14,СЗАО,р-н Покровское-Стрешнево
https://www.cian.ru/sale/flat/300913491/,18900000,439535,43,8,12,1,False,2024,7,СЗАО,р-н Покровское-Стрешнево
https://www.cian.ru/sale/flat/300912998/,9500000,407725,23.3,2,52,0,True,2024,5,СЗАО,р-н Покровское-Стрешнево
https://www.cian.ru/sale/flat/300912913/,13500000,321429,42,3,5,2,False,1966,13,СЗАО,р-н Покровское-Стрешнево
https://www.cian.ru/sale/flat/300909994/,7450000,372500,20,13,19,0,True,2024,8,СЗАО,р-н Митино
https://www.cian.ru/sale/flat/300909309/,19500000,433333,45,17,28,1,False,2025,7,СЗАО,р-н Покровское-Стрешнево
https://www.cian.ru/sale/flat/300909185/,17500000,335893,52.1,7,12,2,False,1985,9,СЗАО,р-н Хорошево-Мневники
https://www.cian.ru/sale/flat/300907247/,100901100,951000,106.1,22,22,2,False,2024,20,СЗАО,р-н Покровское-Стрешнево
https://www.cian.ru/sale/flat/300905838/,14890000,360533,41.3,14,14,1,False,2003,10,СЗАО,р-н Куркино
https://www.cian.ru/sale/flat/300905494/,11000000,304709,36.1,9,16,1,False,1980,5,СЗАО,р-н Северное Тушино
https://www.cian.ru/sale/flat/300901002/,52181500,595000,87.7,9,21,2,False,2024,6,СЗАО,р-н Хорошево-Мневники
https://www.cian.ru/sale/flat/300900983/,50500000,490291,103,9,36,3,False,2018,11,СЗАО,р-н Хорошево-Мневники
https://www.cian.ru/sale/flat/300899972/,58000000,414286,140,2,8,4,True,2007,12,СЗАО,р-н Куркино
https://www.cian.ru/sale/flat/300896243/,45790000,439443,104.2,4,23,4,False,2024,5,СЗАО,р-н Хорошево-Мневники
https://www.cian.ru/sale/flat/300893629/,14980000,516552,29,7,36,1,False,2024,14,СЗАО,р-н Хорошево-Мневники
https://www.cian.ru/sale/flat/300892909/,15900000,264120,60.2,3,9,3,False,1977,5,СЗАО,р-н Северное Тушино
